model.id,biobase.id,mDataType
f22.PHLC164.TPX.dacomitinib.P7,PHLC164,mutation
f22.PHLC164.TPX.control.P6,PHLC164,RNASeq
f22.PHLC164.TPX.control.P6,PHLC164,CNV
f22.PHLC164.TPX.control.P6,PHLC164,mutation
f22.PHLC164.TPX.dacomitinib.P5,PHLC164,RNASeq
f22.PHLC164.TPX.dacomitinib.P5,PHLC164,CNV
f22.PHLC164.TPX.dacomitinib.P5,PHLC164,mutation
f22.PHLC164.TPX.dacomitinib.P8,PHLC164,RNASeq
f22.PHLC164.TPX.dacomitinib.P8,PHLC164,CNV
f22.PHLC164.TPX.dacomitinib.P8,PHLC164,mutation
f23.PHLC164.TPX.gemcitabine.P23,PHLC164,RNASeq
f23.PHLC164.TPX.gemcitabine.P23,PHLC164,CNV
f23.PHLC164.TPX.gemcitabine.P23,PHLC164,mutation
f23.PHLC164.TPX.gemcitabine.P22,PHLC164,RNASeq
f23.PHLC164.TPX.gemcitabine.P22,PHLC164,CNV
f23.PHLC164.TPX.gemcitabine.P22,PHLC164,mutation
f23.PHLC164.TPX.gemcitabine.P21,PHLC164,RNASeq
f23.PHLC164.TPX.gemcitabine.P21,PHLC164,CNV
f23.PHLC164.TPX.gemcitabine.P21,PHLC164,mutation
f23.PHLC164.TPX.vinorelbine.P20,PHLC164,RNASeq
f23.PHLC164.TPX.vinorelbine.P20,PHLC164,CNV
f23.PHLC164.TPX.vinorelbine.P20,PHLC164,mutation
f23.PHLC164.TPX.control.P25,PHLC164,RNASeq
f23.PHLC164.TPX.control.P25,PHLC164,CNV
f23.PHLC164.TPX.control.P25,PHLC164,mutation
f23.PHLC164.TPX.vinorelbine.P24,PHLC164,RNASeq
f23.PHLC164.TPX.vinorelbine.P24,PHLC164,CNV
f23.PHLC164.TPX.vinorelbine.P24,PHLC164,mutation
f23.PHLC164.TPX.dacomitinib.P2,PHLC164,RNASeq
f23.PHLC164.TPX.dacomitinib.P2,PHLC164,CNV
f23.PHLC164.TPX.dacomitinib.P2,PHLC164,mutation
f23.PHLC164.TPX.cisplatin.P17,PHLC164,RNASeq
f23.PHLC164.TPX.cisplatin.P17,PHLC164,CNV
f23.PHLC164.TPX.cisplatin.P17,PHLC164,mutation
f23.PHLC164.TPX.control.P16,PHLC164,RNASeq
f23.PHLC164.TPX.control.P16,PHLC164,CNV
f23.PHLC164.TPX.control.P16,PHLC164,mutation
f23.PHLC164.TPX.gemcitabine.P15,PHLC164,RNASeq
f23.PHLC164.TPX.gemcitabine.P15,PHLC164,CNV
f23.PHLC164.TPX.gemcitabine.P15,PHLC164,mutation
f23.PHLC164.TPX.dacomitinib.P18,PHLC164,RNASeq
f23.PHLC164.TPX.dacomitinib.P18,PHLC164,CNV
f23.PHLC164.TPX.dacomitinib.P18,PHLC164,mutation
f23.PHLC164.TPX.dacomitinib.P19,PHLC164,RNASeq
f23.PHLC164.TPX.dacomitinib.P19,PHLC164,CNV
f23.PHLC164.TPX.dacomitinib.P19,PHLC164,mutation
f21.PHLC164.TPX.dacomitinib.P6,PHLC164,RNASeq
f21.PHLC164.TPX.dacomitinib.P6,PHLC164,CNV
f21.PHLC164.TPX.dacomitinib.P6,PHLC164,mutation
f21.PHLC164.TPX.control.P5,PHLC164,RNASeq
f21.PHLC164.TPX.control.P5,PHLC164,CNV
f21.PHLC164.TPX.control.P5,PHLC164,mutation
f21.PHLC164.TPX.control.P8,PHLC164,RNASeq
f21.PHLC164.TPX.control.P8,PHLC164,CNV
f21.PHLC164.TPX.control.P8,PHLC164,mutation
f21.PHLC164.TPX.dacomitinib.P7,PHLC164,RNASeq
f21.PHLC164.TPX.dacomitinib.P7,PHLC164,CNV
f21.PHLC164.TPX.dacomitinib.P7,PHLC164,mutation
f21.PHLC164.TPX.dacomitinib.P4,PHLC164,RNASeq
f21.PHLC164.TPX.dacomitinib.P4,PHLC164,CNV
f21.PHLC164.TPX.dacomitinib.P4,PHLC164,mutation
f21.PHLC164.TPX.control.P3,PHLC164,RNASeq
f21.PHLC164.TPX.control.P3,PHLC164,CNV
f21.PHLC164.TPX.control.P3,PHLC164,mutation
f21.PHLC164.TPX.dacomitinib.P2,PHLC164,RNASeq
f21.PHLC164.TPX.dacomitinib.P2,PHLC164,CNV
f21.PHLC164.TPX.dacomitinib.P2,PHLC164,mutation
f22.PHLC164.TPX.dacomitinib.P2,PHLC164,RNASeq
f22.PHLC164.TPX.dacomitinib.P2,PHLC164,CNV
f22.PHLC164.TPX.dacomitinib.P2,PHLC164,mutation
f22.PHLC164.TPX.control.P12,PHLC164,RNASeq
f22.PHLC164.TPX.control.P12,PHLC164,CNV
f22.PHLC164.TPX.control.P12,PHLC164,mutation
f22.PHLC164.TPX.control.P11,PHLC164,RNASeq
f22.PHLC164.TPX.control.P11,PHLC164,CNV
f22.PHLC164.TPX.control.P11,PHLC164,mutation
f22.PHLC164.TPX.dacomitinib.P3,PHLC164,RNASeq
f22.PHLC164.TPX.dacomitinib.P3,PHLC164,CNV
f22.PHLC164.TPX.dacomitinib.P3,PHLC164,mutation
f22.PHLC164.TPX.control.P4,PHLC164,RNASeq
f22.PHLC164.TPX.control.P4,PHLC164,CNV
f22.PHLC164.TPX.control.P4,PHLC164,mutation
f22.PHLC164.TPX.control.P1,PHLC164,RNASeq
f22.PHLC164.TPX.control.P1,PHLC164,CNV
f22.PHLC164.TPX.control.P1,PHLC164,mutation
f21.PHLC164.TPX.control.P9,PHLC164,RNASeq
f21.PHLC164.TPX.control.P9,PHLC164,CNV
f21.PHLC164.TPX.control.P9,PHLC164,mutation
f22.PHLC164.TPX.dacomitinib.P10,PHLC164,RNASeq
f22.PHLC164.TPX.dacomitinib.P10,PHLC164,CNV
f22.PHLC164.TPX.dacomitinib.P10,PHLC164,mutation
f27.PHLC169.TPX.dacomitinib.P709,PHLC169,RNASeq
f27.PHLC169.TPX.dacomitinib.P709,PHLC169,CNV
f27.PHLC169.TPX.dacomitinib.P709,PHLC169,mutation
f27.PHLC169.TPX.dacomitinib.P708,PHLC169,RNASeq
f27.PHLC169.TPX.dacomitinib.P708,PHLC169,CNV
f27.PHLC169.TPX.dacomitinib.P708,PHLC169,mutation
f27.PHLC169.TPX.dacomitinib.P707,PHLC169,RNASeq
f27.PHLC169.TPX.dacomitinib.P707,PHLC169,CNV
f27.PHLC169.TPX.dacomitinib.P707,PHLC169,mutation
f27.PHLC169.TPX.control.P706,PHLC169,RNASeq
f27.PHLC169.TPX.control.P706,PHLC169,CNV
f27.PHLC169.TPX.control.P706,PHLC169,mutation
f27.PHLC169.TPX.dacomitinib.P710,PHLC169,RNASeq
f27.PHLC169.TPX.dacomitinib.P710,PHLC169,CNV
f27.PHLC169.TPX.dacomitinib.P710,PHLC169,mutation
f27.PHLC169.TPX.control.P711,PHLC169,RNASeq
f27.PHLC169.TPX.control.P711,PHLC169,CNV
f27.PHLC169.TPX.control.P711,PHLC169,mutation
f27.PHLC169.TPX.control.P712,PHLC169,RNASeq
f27.PHLC169.TPX.control.P712,PHLC169,CNV
f27.PHLC169.TPX.control.P712,PHLC169,mutation
f27.PHLC169.TPX.dacomitinib.P704,PHLC169,RNASeq
f27.PHLC169.TPX.dacomitinib.P704,PHLC169,CNV
f27.PHLC169.TPX.dacomitinib.P704,PHLC169,mutation
f27.PHLC169.TPX.control.P703,PHLC169,RNASeq
f27.PHLC169.TPX.control.P703,PHLC169,CNV
f27.PHLC169.TPX.control.P703,PHLC169,mutation
f27.PHLC169.TPX.control.P702,PHLC169,RNASeq
f27.PHLC169.TPX.control.P702,PHLC169,CNV
f27.PHLC169.TPX.control.P702,PHLC169,mutation
f27.PHLC169.TPX.control.P701,PHLC169,RNASeq
f27.PHLC169.TPX.control.P701,PHLC169,CNV
f27.PHLC169.TPX.control.P701,PHLC169,mutation
f27.PHLC169.TPX.dacomitinib.P705,PHLC169,RNASeq
f27.PHLC169.TPX.dacomitinib.P705,PHLC169,CNV
f27.PHLC169.TPX.dacomitinib.P705,PHLC169,mutation
f51.PHLC181.TPX.cisplatin+vinorelbine.P704,PHLC181,RNASeq
f51.PHLC181.TPX.cisplatin+vinorelbine.P704,PHLC181,CNV
f51.PHLC181.TPX.cisplatin+vinorelbine.P704,PHLC181,mutation
f51.PHLC181.TPX.cisplatin+vinorelbine.P703,PHLC181,RNASeq
f51.PHLC181.TPX.cisplatin+vinorelbine.P703,PHLC181,CNV
f51.PHLC181.TPX.cisplatin+vinorelbine.P703,PHLC181,mutation
f51.PHLC181.TPX.control.P705,PHLC181,RNASeq
f51.PHLC181.TPX.control.P705,PHLC181,CNV
f51.PHLC181.TPX.control.P705,PHLC181,mutation
f51.PHLC181.TPX.control.P702,PHLC181,RNASeq
f51.PHLC181.TPX.control.P702,PHLC181,CNV
f51.PHLC181.TPX.control.P702,PHLC181,mutation
f51.PHLC181.TPX.control.P701,PHLC181,RNASeq
f51.PHLC181.TPX.control.P701,PHLC181,CNV
f51.PHLC181.TPX.control.P701,PHLC181,mutation
f51.PHLC181.TPX.cisplatin+vinorelbine.P706,PHLC181,RNASeq
f51.PHLC181.TPX.cisplatin+vinorelbine.P706,PHLC181,CNV
f51.PHLC181.TPX.cisplatin+vinorelbine.P706,PHLC181,mutation
f50.PHLC181.TPX.control.P611,PHLC181,RNASeq
f50.PHLC181.TPX.control.P611,PHLC181,CNV
f50.PHLC181.TPX.control.P611,PHLC181,mutation
f50.PHLC181.TPX.control.P612,PHLC181,RNASeq
f50.PHLC181.TPX.control.P612,PHLC181,CNV
f50.PHLC181.TPX.control.P612,PHLC181,mutation
f51.PHLC181.TPX.control.P709,PHLC181,RNASeq
f51.PHLC181.TPX.control.P709,PHLC181,CNV
f51.PHLC181.TPX.control.P709,PHLC181,mutation
f51.PHLC181.TPX.control.P710,PHLC181,RNASeq
f51.PHLC181.TPX.control.P710,PHLC181,CNV
f51.PHLC181.TPX.control.P710,PHLC181,mutation
f51.PHLC181.TPX.cisplatin+vinorelbine.P711,PHLC181,RNASeq
f51.PHLC181.TPX.cisplatin+vinorelbine.P711,PHLC181,CNV
f51.PHLC181.TPX.cisplatin+vinorelbine.P711,PHLC181,mutation
f50.PHLC181.TPX.cisplatin+vinorelbine.P610,PHLC181,RNASeq
f50.PHLC181.TPX.cisplatin+vinorelbine.P610,PHLC181,CNV
f50.PHLC181.TPX.cisplatin+vinorelbine.P610,PHLC181,mutation
f51.PHLC181.TPX.cisplatin+vinorelbine.P712,PHLC181,RNASeq
f51.PHLC181.TPX.cisplatin+vinorelbine.P712,PHLC181,CNV
f51.PHLC181.TPX.cisplatin+vinorelbine.P712,PHLC181,mutation
f51.PHLC181.TPX.control.P707,PHLC181,RNASeq
f51.PHLC181.TPX.control.P707,PHLC181,CNV
f51.PHLC181.TPX.control.P707,PHLC181,mutation
f51.PHLC181.TPX.cisplatin+vinorelbine.P708,PHLC181,RNASeq
f51.PHLC181.TPX.cisplatin+vinorelbine.P708,PHLC181,CNV
f51.PHLC181.TPX.cisplatin+vinorelbine.P708,PHLC181,mutation
f50.PHLC181.TPX.cisplatin+vinorelbine.P606,PHLC181,RNASeq
f50.PHLC181.TPX.cisplatin+vinorelbine.P606,PHLC181,CNV
f50.PHLC181.TPX.cisplatin+vinorelbine.P606,PHLC181,mutation
f50.PHLC181.TPX.cisplatin+vinorelbine.P604,PHLC181,RNASeq
f50.PHLC181.TPX.cisplatin+vinorelbine.P604,PHLC181,CNV
f50.PHLC181.TPX.cisplatin+vinorelbine.P604,PHLC181,mutation
f50.PHLC181.TPX.control.P603,PHLC181,RNASeq
f50.PHLC181.TPX.control.P603,PHLC181,CNV
f50.PHLC181.TPX.control.P603,PHLC181,mutation
f50.PHLC181.TPX.cisplatin+vinorelbine.P605,PHLC181,RNASeq
f50.PHLC181.TPX.cisplatin+vinorelbine.P605,PHLC181,CNV
f50.PHLC181.TPX.cisplatin+vinorelbine.P605,PHLC181,mutation
f50.PHLC181.TPX.control.P602,PHLC181,RNASeq
f50.PHLC181.TPX.control.P602,PHLC181,CNV
f50.PHLC181.TPX.control.P602,PHLC181,mutation
f50.PHLC181.TPX.cisplatin+vinorelbine.P601,PHLC181,RNASeq
f50.PHLC181.TPX.cisplatin+vinorelbine.P601,PHLC181,CNV
f50.PHLC181.TPX.cisplatin+vinorelbine.P601,PHLC181,mutation
f50.PHLC181.TPX.control.P609,PHLC181,RNASeq
f50.PHLC181.TPX.control.P609,PHLC181,CNV
f50.PHLC181.TPX.control.P609,PHLC181,mutation
f50.PHLC181.TPX.cisplatin+vinorelbine.P608,PHLC181,RNASeq
f50.PHLC181.TPX.cisplatin+vinorelbine.P608,PHLC181,CNV
f50.PHLC181.TPX.cisplatin+vinorelbine.P608,PHLC181,mutation
f50.PHLC181.TPX.control.P607,PHLC181,RNASeq
f50.PHLC181.TPX.control.P607,PHLC181,CNV
f50.PHLC181.TPX.control.P607,PHLC181,mutation
f82.PHLC188.TPX.control.P610,PHLC188,RNASeq
f82.PHLC188.TPX.control.P610,PHLC188,CNV
f82.PHLC188.TPX.control.P610,PHLC188,mutation
f82.PHLC188.TPX.BKM120.P609,PHLC188,RNASeq
f82.PHLC188.TPX.BKM120.P609,PHLC188,CNV
f82.PHLC188.TPX.BKM120.P609,PHLC188,mutation
f82.PHLC188.TPX.BKM120.P611,PHLC188,RNASeq
f82.PHLC188.TPX.BKM120.P611,PHLC188,CNV
f82.PHLC188.TPX.BKM120.P611,PHLC188,mutation
f82.PHLC188.TPX.control.P612,PHLC188,RNASeq
f82.PHLC188.TPX.control.P612,PHLC188,CNV
f82.PHLC188.TPX.control.P612,PHLC188,mutation
f82.PHLC188.TPX.BKM120.P601,PHLC188,RNASeq
f82.PHLC188.TPX.BKM120.P601,PHLC188,CNV
f82.PHLC188.TPX.BKM120.P601,PHLC188,mutation
f82.PHLC188.TPX.control.P604,PHLC188,RNASeq
f82.PHLC188.TPX.control.P604,PHLC188,CNV
f82.PHLC188.TPX.control.P604,PHLC188,mutation
f82.PHLC188.TPX.BKM120.P603,PHLC188,RNASeq
f82.PHLC188.TPX.BKM120.P603,PHLC188,CNV
f82.PHLC188.TPX.BKM120.P603,PHLC188,mutation
f82.PHLC188.TPX.control.P605,PHLC188,RNASeq
f82.PHLC188.TPX.control.P605,PHLC188,CNV
f82.PHLC188.TPX.control.P605,PHLC188,mutation
f82.PHLC188.TPX.BKM120.P602,PHLC188,RNASeq
f82.PHLC188.TPX.BKM120.P602,PHLC188,CNV
f82.PHLC188.TPX.BKM120.P602,PHLC188,mutation
f82.PHLC188.TPX.control.P608,PHLC188,RNASeq
f82.PHLC188.TPX.control.P608,PHLC188,CNV
f82.PHLC188.TPX.control.P608,PHLC188,mutation
f82.PHLC188.TPX.BKM120.P607,PHLC188,RNASeq
f82.PHLC188.TPX.BKM120.P607,PHLC188,CNV
f82.PHLC188.TPX.BKM120.P607,PHLC188,mutation
f82.PHLC188.TPX.control.P606,PHLC188,RNASeq
f82.PHLC188.TPX.control.P606,PHLC188,CNV
f82.PHLC188.TPX.control.P606,PHLC188,mutation
f52.PHLC189.TPX.control.P511,PHLC189,RNASeq
f52.PHLC189.TPX.control.P511,PHLC189,CNV
f52.PHLC189.TPX.control.P511,PHLC189,mutation
f52.PHLC189.TPX.cisplatin+vinorelbine.P510,PHLC189,RNASeq
f52.PHLC189.TPX.cisplatin+vinorelbine.P510,PHLC189,CNV
f52.PHLC189.TPX.cisplatin+vinorelbine.P510,PHLC189,mutation
f52.PHLC189.TPX.control.P512,PHLC189,RNASeq
f52.PHLC189.TPX.control.P512,PHLC189,CNV
f52.PHLC189.TPX.control.P512,PHLC189,mutation
f52.PHLC189.TPX.cisplatin+vinorelbine.P509,PHLC189,RNASeq
f52.PHLC189.TPX.cisplatin+vinorelbine.P509,PHLC189,CNV
f52.PHLC189.TPX.cisplatin+vinorelbine.P509,PHLC189,mutation
f52.PHLC189.TPX.cisplatin+vinorelbine.P514,PHLC189,RNASeq
f52.PHLC189.TPX.cisplatin+vinorelbine.P514,PHLC189,CNV
f52.PHLC189.TPX.cisplatin+vinorelbine.P514,PHLC189,mutation
f52.PHLC189.TPX.cisplatin+vinorelbine.P515,PHLC189,RNASeq
f52.PHLC189.TPX.cisplatin+vinorelbine.P515,PHLC189,CNV
f52.PHLC189.TPX.cisplatin+vinorelbine.P515,PHLC189,mutation
f52.PHLC189.TPX.control.P513,PHLC189,RNASeq
f52.PHLC189.TPX.control.P513,PHLC189,CNV
f52.PHLC189.TPX.control.P513,PHLC189,mutation
f52.PHLC189.TPX.cisplatin+vinorelbine.P507,PHLC189,RNASeq
f52.PHLC189.TPX.cisplatin+vinorelbine.P507,PHLC189,CNV
f52.PHLC189.TPX.cisplatin+vinorelbine.P507,PHLC189,mutation
f52.PHLC189.TPX.cisplatin+vinorelbine.P504,PHLC189,RNASeq
f52.PHLC189.TPX.cisplatin+vinorelbine.P504,PHLC189,CNV
f52.PHLC189.TPX.cisplatin+vinorelbine.P504,PHLC189,mutation
f52.PHLC189.TPX.control.P503,PHLC189,RNASeq
f52.PHLC189.TPX.control.P503,PHLC189,CNV
f52.PHLC189.TPX.control.P503,PHLC189,mutation
f52.PHLC189.TPX.control.P505,PHLC189,RNASeq
f52.PHLC189.TPX.control.P505,PHLC189,CNV
f52.PHLC189.TPX.control.P505,PHLC189,mutation
f52.PHLC189.TPX.control.P501,PHLC189,RNASeq
f52.PHLC189.TPX.control.P501,PHLC189,CNV
f52.PHLC189.TPX.control.P501,PHLC189,mutation
f52.PHLC189.TPX.cisplatin+vinorelbine.P502,PHLC189,RNASeq
f52.PHLC189.TPX.cisplatin+vinorelbine.P502,PHLC189,CNV
f52.PHLC189.TPX.cisplatin+vinorelbine.P502,PHLC189,mutation
f52.PHLC189.TPX.control.P508,PHLC189,RNASeq
f52.PHLC189.TPX.control.P508,PHLC189,CNV
f52.PHLC189.TPX.control.P508,PHLC189,mutation
f52.PHLC189.TPX.cisplatin+vinorelbine.P506,PHLC189,RNASeq
f52.PHLC189.TPX.cisplatin+vinorelbine.P506,PHLC189,CNV
f52.PHLC189.TPX.cisplatin+vinorelbine.P506,PHLC189,mutation
f86.PHLC191.TPX.cisplatin.P40,PHLC191,RNASeq
f86.PHLC191.TPX.cisplatin.P40,PHLC191,CNV
f86.PHLC191.TPX.cisplatin.P40,PHLC191,mutation
f86.PHLC191.TPX.cisplatin.P4,PHLC191,RNASeq
f86.PHLC191.TPX.cisplatin.P4,PHLC191,CNV
f86.PHLC191.TPX.cisplatin.P4,PHLC191,mutation
f86.PHLC191.TPX.PF384.P35,PHLC191,RNASeq
f86.PHLC191.TPX.PF384.P35,PHLC191,CNV
f86.PHLC191.TPX.PF384.P35,PHLC191,mutation
f86.PHLC191.TPX.PF384.P34,PHLC191,RNASeq
f86.PHLC191.TPX.PF384.P34,PHLC191,CNV
f86.PHLC191.TPX.PF384.P34,PHLC191,mutation
f86.PHLC191.TPX.PF384.P36,PHLC191,RNASeq
f86.PHLC191.TPX.PF384.P36,PHLC191,CNV
f86.PHLC191.TPX.PF384.P36,PHLC191,mutation
f86.PHLC191.TPX.control.P41,PHLC191,RNASeq
f86.PHLC191.TPX.control.P41,PHLC191,CNV
f86.PHLC191.TPX.control.P41,PHLC191,mutation
f86.PHLC191.TPX.PF384.P39,PHLC191,RNASeq
f86.PHLC191.TPX.PF384.P39,PHLC191,CNV
f86.PHLC191.TPX.PF384.P39,PHLC191,mutation
f86.PHLC191.TPX.cisplatin+PF384.P37,PHLC191,RNASeq
f86.PHLC191.TPX.cisplatin+PF384.P37,PHLC191,CNV
f86.PHLC191.TPX.cisplatin+PF384.P37,PHLC191,mutation
f86.PHLC191.TPX.cisplatin+PF384.P38,PHLC191,RNASeq
f86.PHLC191.TPX.cisplatin+PF384.P38,PHLC191,CNV
f86.PHLC191.TPX.cisplatin+PF384.P38,PHLC191,mutation
f86.PHLC191.TPX.cisplatin+PF384.P33,PHLC191,RNASeq
f86.PHLC191.TPX.cisplatin+PF384.P33,PHLC191,CNV
f86.PHLC191.TPX.cisplatin+PF384.P33,PHLC191,mutation
f85.PHLC191.TPX.control.P14,PHLC191,RNASeq
f85.PHLC191.TPX.control.P14,PHLC191,CNV
f85.PHLC191.TPX.control.P14,PHLC191,mutation
f85.PHLC191.TPX.PF502.P15,PHLC191,RNASeq
f85.PHLC191.TPX.PF502.P15,PHLC191,CNV
f85.PHLC191.TPX.PF502.P15,PHLC191,mutation
f85.PHLC191.TPX.paclitaxel+PF502.P16,PHLC191,RNASeq
f85.PHLC191.TPX.paclitaxel+PF502.P16,PHLC191,CNV
f85.PHLC191.TPX.paclitaxel+PF502.P16,PHLC191,mutation
f85.PHLC191.TPX.dacomitinib.P12,PHLC191,RNASeq
f85.PHLC191.TPX.dacomitinib.P12,PHLC191,CNV
f85.PHLC191.TPX.dacomitinib.P12,PHLC191,mutation
f84.PHLC191.TPX.BKM120.P812,PHLC191,RNASeq
f84.PHLC191.TPX.BKM120.P812,PHLC191,CNV
f84.PHLC191.TPX.BKM120.P812,PHLC191,mutation
f85.PHLC191.TPX.PF502.P10,PHLC191,RNASeq
f85.PHLC191.TPX.PF502.P10,PHLC191,CNV
f85.PHLC191.TPX.PF502.P10,PHLC191,mutation
f85.PHLC191.TPX.dacomitinib.P17,PHLC191,RNASeq
f85.PHLC191.TPX.dacomitinib.P17,PHLC191,CNV
f85.PHLC191.TPX.dacomitinib.P17,PHLC191,mutation
f85.PHLC191.TPX.dacomitinib+PF502.P2,PHLC191,RNASeq
f85.PHLC191.TPX.dacomitinib+PF502.P2,PHLC191,CNV
f85.PHLC191.TPX.dacomitinib+PF502.P2,PHLC191,mutation
f85.PHLC191.TPX.dacomitinib+PF502.P20,PHLC191,RNASeq
f85.PHLC191.TPX.dacomitinib+PF502.P20,PHLC191,CNV
f85.PHLC191.TPX.dacomitinib+PF502.P20,PHLC191,mutation
f85.PHLC191.TPX.dacomitinib.P21,PHLC191,RNASeq
f85.PHLC191.TPX.dacomitinib.P21,PHLC191,CNV
f85.PHLC191.TPX.dacomitinib.P21,PHLC191,mutation
f85.PHLC191.TPX.dacomitinib+PF502.P19,PHLC191,RNASeq
f85.PHLC191.TPX.dacomitinib+PF502.P19,PHLC191,CNV
f85.PHLC191.TPX.dacomitinib+PF502.P19,PHLC191,mutation
f85.PHLC191.TPX.dacomitinib+PF502.P18,PHLC191,RNASeq
f85.PHLC191.TPX.dacomitinib+PF502.P18,PHLC191,CNV
f85.PHLC191.TPX.dacomitinib+PF502.P18,PHLC191,mutation
f84.PHLC191.TPX.control.P802,PHLC191,RNASeq
f84.PHLC191.TPX.control.P802,PHLC191,CNV
f84.PHLC191.TPX.control.P802,PHLC191,mutation
f84.PHLC191.TPX.BKM120.P803,PHLC191,RNASeq
f84.PHLC191.TPX.BKM120.P803,PHLC191,CNV
f84.PHLC191.TPX.BKM120.P803,PHLC191,mutation
f84.PHLC191.TPX.control.P804,PHLC191,RNASeq
f84.PHLC191.TPX.control.P804,PHLC191,CNV
f84.PHLC191.TPX.control.P804,PHLC191,mutation
f84.PHLC191.TPX.control.P805,PHLC191,RNASeq
f84.PHLC191.TPX.control.P805,PHLC191,CNV
f84.PHLC191.TPX.control.P805,PHLC191,mutation
f84.PHLC191.TPX.BKM120.P801,PHLC191,RNASeq
f84.PHLC191.TPX.BKM120.P801,PHLC191,CNV
f84.PHLC191.TPX.BKM120.P801,PHLC191,mutation
f84.PHLC191.TPX.control.P809,PHLC191,RNASeq
f84.PHLC191.TPX.control.P809,PHLC191,CNV
f84.PHLC191.TPX.control.P809,PHLC191,mutation
f84.PHLC191.TPX.control.P810,PHLC191,RNASeq
f84.PHLC191.TPX.control.P810,PHLC191,CNV
f84.PHLC191.TPX.control.P810,PHLC191,mutation
f84.PHLC191.TPX.BKM120.P811,PHLC191,RNASeq
f84.PHLC191.TPX.BKM120.P811,PHLC191,CNV
f84.PHLC191.TPX.BKM120.P811,PHLC191,mutation
f84.PHLC191.TPX.control.P808,PHLC191,RNASeq
f84.PHLC191.TPX.control.P808,PHLC191,CNV
f84.PHLC191.TPX.control.P808,PHLC191,mutation
f84.PHLC191.TPX.BKM120.P806,PHLC191,RNASeq
f84.PHLC191.TPX.BKM120.P806,PHLC191,CNV
f84.PHLC191.TPX.BKM120.P806,PHLC191,mutation
f84.PHLC191.TPX.BKM120.P807,PHLC191,RNASeq
f84.PHLC191.TPX.BKM120.P807,PHLC191,CNV
f84.PHLC191.TPX.BKM120.P807,PHLC191,mutation
f86.PHLC191.TPX.cisplatin+PF384.P25,PHLC191,RNASeq
f86.PHLC191.TPX.cisplatin+PF384.P25,PHLC191,CNV
f86.PHLC191.TPX.cisplatin+PF384.P25,PHLC191,mutation
f85.PHLC191.TPX.control.P37,PHLC191,RNASeq
f85.PHLC191.TPX.control.P37,PHLC191,CNV
f85.PHLC191.TPX.control.P37,PHLC191,mutation
f85.PHLC191.TPX.dacomitinib.P38,PHLC191,RNASeq
f85.PHLC191.TPX.dacomitinib.P38,PHLC191,CNV
f85.PHLC191.TPX.dacomitinib.P38,PHLC191,mutation
f85.PHLC191.TPX.control.P39,PHLC191,RNASeq
f85.PHLC191.TPX.control.P39,PHLC191,CNV
f85.PHLC191.TPX.control.P39,PHLC191,mutation
f85.PHLC191.TPX.PF502.P34,PHLC191,RNASeq
f85.PHLC191.TPX.PF502.P34,PHLC191,CNV
f85.PHLC191.TPX.PF502.P34,PHLC191,mutation
f85.PHLC191.TPX.control.P35,PHLC191,RNASeq
f85.PHLC191.TPX.control.P35,PHLC191,CNV
f85.PHLC191.TPX.control.P35,PHLC191,mutation
f85.PHLC191.TPX.paclitaxel+PF502.P36,PHLC191,RNASeq
f85.PHLC191.TPX.paclitaxel+PF502.P36,PHLC191,CNV
f85.PHLC191.TPX.paclitaxel+PF502.P36,PHLC191,mutation
f85.PHLC191.TPX.dacomitinib+PF502.P41,PHLC191,RNASeq
f85.PHLC191.TPX.dacomitinib+PF502.P41,PHLC191,CNV
f85.PHLC191.TPX.dacomitinib+PF502.P41,PHLC191,mutation
f85.PHLC191.TPX.PF502.P42,PHLC191,RNASeq
f85.PHLC191.TPX.PF502.P42,PHLC191,CNV
f85.PHLC191.TPX.PF502.P42,PHLC191,mutation
f85.PHLC191.TPX.paclitaxel+PF502.P43,PHLC191,RNASeq
f85.PHLC191.TPX.paclitaxel+PF502.P43,PHLC191,CNV
f85.PHLC191.TPX.paclitaxel+PF502.P43,PHLC191,mutation
f85.PHLC191.TPX.paclitaxel+PF502.P4,PHLC191,RNASeq
f85.PHLC191.TPX.paclitaxel+PF502.P4,PHLC191,CNV
f85.PHLC191.TPX.paclitaxel+PF502.P4,PHLC191,mutation
f85.PHLC191.TPX.paclitaxel+PF502.P40,PHLC191,RNASeq
f85.PHLC191.TPX.paclitaxel+PF502.P40,PHLC191,CNV
f85.PHLC191.TPX.paclitaxel+PF502.P40,PHLC191,mutation
f85.PHLC191.TPX.paclitaxel.P26,PHLC191,RNASeq
f85.PHLC191.TPX.paclitaxel.P26,PHLC191,CNV
f85.PHLC191.TPX.paclitaxel.P26,PHLC191,mutation
f85.PHLC191.TPX.control.P27,PHLC191,RNASeq
f85.PHLC191.TPX.control.P27,PHLC191,CNV
f85.PHLC191.TPX.control.P27,PHLC191,mutation
f85.PHLC191.TPX.paclitaxel.P28,PHLC191,RNASeq
f85.PHLC191.TPX.paclitaxel.P28,PHLC191,CNV
f85.PHLC191.TPX.paclitaxel.P28,PHLC191,mutation
f85.PHLC191.TPX.dacomitinib+PF502.P23,PHLC191,RNASeq
f85.PHLC191.TPX.dacomitinib+PF502.P23,PHLC191,CNV
f85.PHLC191.TPX.dacomitinib+PF502.P23,PHLC191,mutation
f85.PHLC191.TPX.paclitaxel+PF502.P24,PHLC191,RNASeq
